origem_piloto,centre,model_name,init_date,H_lead,source_L,target_month,mapping_status,evidence,mapping_confirmation_method,init_selection_method,init_value_requested,init_value_observed_on_variable,init_axis_size_observed_on_variable,init_selection_status,inicializacao_fonte_principal,inicializacao_selecao_metodo,inicializacao_selecao_valores_antes,inicializacao_selecao_valores_depois,notes,localizacao
2003-10,NOAA_NCEP,CFSv2,2003-10,3,2.5,2003-12,OK,"L.attrs contém termo(s) ['forecast_period'] — indica semântica de lead/target, mas isso sozinho não confirma o valor exato de H3 sem uma variável auxiliar de data-alvo. | nenhuma variável auxiliar de data-alvo (('target', 'valid_time', 'target_month', 'forecast_time')) encontrada no dataset aberto — tentando Método B (semântica documentada do eixo forecast_period, Seção 4). | confirmado pela semântica documentada do eixo forecast_period (Método B, Seção 4/6): inicialização confirmada via SCALAR_COORD_ON_VARIABLE (status=OK_SCALAR_COORD), L.standard_name='forecast_period'/units='months', grade [0.5, 1.5, 2.5, 3.5, 4.5, 5.5] mensal confirmada, rota com forecast_period_semantics_documented=True.",CONFIRMED_BY_FORECAST_PERIOD_SEMANTICS,SCALAR_COORD_ON_VARIABLE,2003-10,2003-10,1,OK_SCALAR_COORD,RANGEEDGES,RANGEEDGES_WINDOW_COORDINATE_MATCH,2003-10-01 00:00:00; 2003-11-01 00:00:00,2003-10-01 00:00:00,"esquema=lead1_igual_mes_inicializacao, representação=NMME_HARMONIZED_MONTHLY",Fazendas_Sinobras_Centroide
2003-10,NOAA_NCEP,CFSv2,2003-10,4,3.5,2004-01,OK,"L.attrs contém termo(s) ['forecast_period'] — indica semântica de lead/target, mas isso sozinho não confirma o valor exato de H4 sem uma variável auxiliar de data-alvo. | nenhuma variável auxiliar de data-alvo (('target', 'valid_time', 'target_month', 'forecast_time')) encontrada no dataset aberto — tentando Método B (semântica documentada do eixo forecast_period, Seção 4). | confirmado pela semântica documentada do eixo forecast_period (Método B, Seção 4/6): inicialização confirmada via SCALAR_COORD_ON_VARIABLE (status=OK_SCALAR_COORD), L.standard_name='forecast_period'/units='months', grade [0.5, 1.5, 2.5, 3.5, 4.5, 5.5] mensal confirmada, rota com forecast_period_semantics_documented=True.",CONFIRMED_BY_FORECAST_PERIOD_SEMANTICS,SCALAR_COORD_ON_VARIABLE,2003-10,2003-10,1,OK_SCALAR_COORD,RANGEEDGES,RANGEEDGES_WINDOW_COORDINATE_MATCH,2003-10-01 00:00:00; 2003-11-01 00:00:00,2003-10-01 00:00:00,"esquema=lead1_igual_mes_inicializacao, representação=NMME_HARMONIZED_MONTHLY",Fazendas_Sinobras_Centroide
2003-10,NOAA_NCEP,CFSv2,2003-10,5,4.5,2004-02,OK,"L.attrs contém termo(s) ['forecast_period'] — indica semântica de lead/target, mas isso sozinho não confirma o valor exato de H5 sem uma variável auxiliar de data-alvo. | nenhuma variável auxiliar de data-alvo (('target', 'valid_time', 'target_month', 'forecast_time')) encontrada no dataset aberto — tentando Método B (semântica documentada do eixo forecast_period, Seção 4). | confirmado pela semântica documentada do eixo forecast_period (Método B, Seção 4/6): inicialização confirmada via SCALAR_COORD_ON_VARIABLE (status=OK_SCALAR_COORD), L.standard_name='forecast_period'/units='months', grade [0.5, 1.5, 2.5, 3.5, 4.5, 5.5] mensal confirmada, rota com forecast_period_semantics_documented=True.",CONFIRMED_BY_FORECAST_PERIOD_SEMANTICS,SCALAR_COORD_ON_VARIABLE,2003-10,2003-10,1,OK_SCALAR_COORD,RANGEEDGES,RANGEEDGES_WINDOW_COORDINATE_MATCH,2003-10-01 00:00:00; 2003-11-01 00:00:00,2003-10-01 00:00:00,"esquema=lead1_igual_mes_inicializacao, representação=NMME_HARMONIZED_MONTHLY",Fazendas_Sinobras_Centroide
2003-10,NOAA_NCEP,CFSv2,2003-10,6,5.5,2004-03,OK,"L.attrs contém termo(s) ['forecast_period'] — indica semântica de lead/target, mas isso sozinho não confirma o valor exato de H6 sem uma variável auxiliar de data-alvo. | nenhuma variável auxiliar de data-alvo (('target', 'valid_time', 'target_month', 'forecast_time')) encontrada no dataset aberto — tentando Método B (semântica documentada do eixo forecast_period, Seção 4). | confirmado pela semântica documentada do eixo forecast_period (Método B, Seção 4/6): inicialização confirmada via SCALAR_COORD_ON_VARIABLE (status=OK_SCALAR_COORD), L.standard_name='forecast_period'/units='months', grade [0.5, 1.5, 2.5, 3.5, 4.5, 5.5] mensal confirmada, rota com forecast_period_semantics_documented=True.",CONFIRMED_BY_FORECAST_PERIOD_SEMANTICS,SCALAR_COORD_ON_VARIABLE,2003-10,2003-10,1,OK_SCALAR_COORD,RANGEEDGES,RANGEEDGES_WINDOW_COORDINATE_MATCH,2003-10-01 00:00:00; 2003-11-01 00:00:00,2003-10-01 00:00:00,"esquema=lead1_igual_mes_inicializacao, representação=NMME_HARMONIZED_MONTHLY",Fazendas_Sinobras_Centroide
2003-11,NOAA_NCEP,CFSv2,2003-11,1,0.5,2003-11,OK,"L.attrs contém termo(s) ['forecast_period'] — indica semântica de lead/target, mas isso sozinho não confirma o valor exato de H1 sem uma variável auxiliar de data-alvo. | nenhuma variável auxiliar de data-alvo (('target', 'valid_time', 'target_month', 'forecast_time')) encontrada no dataset aberto — tentando Método B (semântica documentada do eixo forecast_period, Seção 4). | confirmado pela semântica documentada do eixo forecast_period (Método B, Seção 4/6): inicialização confirmada via SCALAR_COORD_ON_VARIABLE (status=OK_SCALAR_COORD), L.standard_name='forecast_period'/units='months', grade [0.5, 1.5, 2.5, 3.5, 4.5, 5.5] mensal confirmada, rota com forecast_period_semantics_documented=True.",CONFIRMED_BY_FORECAST_PERIOD_SEMANTICS,SCALAR_COORD_ON_VARIABLE,2003-11,2003-11,1,OK_SCALAR_COORD,RANGEEDGES,RANGEEDGES_WINDOW_COORDINATE_MATCH,2003-11-01 00:00:00; 2003-12-01 00:00:00,2003-11-01 00:00:00,"esquema=lead1_igual_mes_inicializacao, representação=NMME_HARMONIZED_MONTHLY",Fazendas_Sinobras_Centroide
2003-11,NOAA_NCEP,CFSv2,2003-11,2,1.5,2003-12,OK,"L.attrs contém termo(s) ['forecast_period'] — indica semântica de lead/target, mas isso sozinho não confirma o valor exato de H2 sem uma variável auxiliar de data-alvo. | nenhuma variável auxiliar de data-alvo (('target', 'valid_time', 'target_month', 'forecast_time')) encontrada no dataset aberto — tentando Método B (semântica documentada do eixo forecast_period, Seção 4). | confirmado pela semântica documentada do eixo forecast_period (Método B, Seção 4/6): inicialização confirmada via SCALAR_COORD_ON_VARIABLE (status=OK_SCALAR_COORD), L.standard_name='forecast_period'/units='months', grade [0.5, 1.5, 2.5, 3.5, 4.5, 5.5] mensal confirmada, rota com forecast_period_semantics_documented=True.",CONFIRMED_BY_FORECAST_PERIOD_SEMANTICS,SCALAR_COORD_ON_VARIABLE,2003-11,2003-11,1,OK_SCALAR_COORD,RANGEEDGES,RANGEEDGES_WINDOW_COORDINATE_MATCH,2003-11-01 00:00:00; 2003-12-01 00:00:00,2003-11-01 00:00:00,"esquema=lead1_igual_mes_inicializacao, representação=NMME_HARMONIZED_MONTHLY",Fazendas_Sinobras_Centroide
2003-11,NOAA_NCEP,CFSv2,2003-11,3,2.5,2004-01,OK,"L.attrs contém termo(s) ['forecast_period'] — indica semântica de lead/target, mas isso sozinho não confirma o valor exato de H3 sem uma variável auxiliar de data-alvo. | nenhuma variável auxiliar de data-alvo (('target', 'valid_time', 'target_month', 'forecast_time')) encontrada no dataset aberto — tentando Método B (semântica documentada do eixo forecast_period, Seção 4). | confirmado pela semântica documentada do eixo forecast_period (Método B, Seção 4/6): inicialização confirmada via SCALAR_COORD_ON_VARIABLE (status=OK_SCALAR_COORD), L.standard_name='forecast_period'/units='months', grade [0.5, 1.5, 2.5, 3.5, 4.5, 5.5] mensal confirmada, rota com forecast_period_semantics_documented=True.",CONFIRMED_BY_FORECAST_PERIOD_SEMANTICS,SCALAR_COORD_ON_VARIABLE,2003-11,2003-11,1,OK_SCALAR_COORD,RANGEEDGES,RANGEEDGES_WINDOW_COORDINATE_MATCH,2003-11-01 00:00:00; 2003-12-01 00:00:00,2003-11-01 00:00:00,"esquema=lead1_igual_mes_inicializacao, representação=NMME_HARMONIZED_MONTHLY",Fazendas_Sinobras_Centroide
2003-11,NOAA_NCEP,CFSv2,2003-11,4,3.5,2004-02,OK,"L.attrs contém termo(s) ['forecast_period'] — indica semântica de lead/target, mas isso sozinho não confirma o valor exato de H4 sem uma variável auxiliar de data-alvo. | nenhuma variável auxiliar de data-alvo (('target', 'valid_time', 'target_month', 'forecast_time')) encontrada no dataset aberto — tentando Método B (semântica documentada do eixo forecast_period, Seção 4). | confirmado pela semântica documentada do eixo forecast_period (Método B, Seção 4/6): inicialização confirmada via SCALAR_COORD_ON_VARIABLE (status=OK_SCALAR_COORD), L.standard_name='forecast_period'/units='months', grade [0.5, 1.5, 2.5, 3.5, 4.5, 5.5] mensal confirmada, rota com forecast_period_semantics_documented=True.",CONFIRMED_BY_FORECAST_PERIOD_SEMANTICS,SCALAR_COORD_ON_VARIABLE,2003-11,2003-11,1,OK_SCALAR_COORD,RANGEEDGES,RANGEEDGES_WINDOW_COORDINATE_MATCH,2003-11-01 00:00:00; 2003-12-01 00:00:00,2003-11-01 00:00:00,"esquema=lead1_igual_mes_inicializacao, representação=NMME_HARMONIZED_MONTHLY",Fazendas_Sinobras_Centroide
2003-11,NOAA_NCEP,CFSv2,2003-11,5,4.5,2004-03,OK,"L.attrs contém termo(s) ['forecast_period'] — indica semântica de lead/target, mas isso sozinho não confirma o valor exato de H5 sem uma variável auxiliar de data-alvo. | nenhuma variável auxiliar de data-alvo (('target', 'valid_time', 'target_month', 'forecast_time')) encontrada no dataset aberto — tentando Método B (semântica documentada do eixo forecast_period, Seção 4). | confirmado pela semântica documentada do eixo forecast_period (Método B, Seção 4/6): inicialização confirmada via SCALAR_COORD_ON_VARIABLE (status=OK_SCALAR_COORD), L.standard_name='forecast_period'/units='months', grade [0.5, 1.5, 2.5, 3.5, 4.5, 5.5] mensal confirmada, rota com forecast_period_semantics_documented=True.",CONFIRMED_BY_FORECAST_PERIOD_SEMANTICS,SCALAR_COORD_ON_VARIABLE,2003-11,2003-11,1,OK_SCALAR_COORD,RANGEEDGES,RANGEEDGES_WINDOW_COORDINATE_MATCH,2003-11-01 00:00:00; 2003-12-01 00:00:00,2003-11-01 00:00:00,"esquema=lead1_igual_mes_inicializacao, representação=NMME_HARMONIZED_MONTHLY",Fazendas_Sinobras_Centroide
2003-11,NOAA_NCEP,CFSv2,2003-11,6,5.5,2004-04,OK,"L.attrs contém termo(s) ['forecast_period'] — indica semântica de lead/target, mas isso sozinho não confirma o valor exato de H6 sem uma variável auxiliar de data-alvo. | nenhuma variável auxiliar de data-alvo (('target', 'valid_time', 'target_month', 'forecast_time')) encontrada no dataset aberto — tentando Método B (semântica documentada do eixo forecast_period, Seção 4). | confirmado pela semântica documentada do eixo forecast_period (Método B, Seção 4/6): inicialização confirmada via SCALAR_COORD_ON_VARIABLE (status=OK_SCALAR_COORD), L.standard_name='forecast_period'/units='months', grade [0.5, 1.5, 2.5, 3.5, 4.5, 5.5] mensal confirmada, rota com forecast_period_semantics_documented=True.",CONFIRMED_BY_FORECAST_PERIOD_SEMANTICS,SCALAR_COORD_ON_VARIABLE,2003-11,2003-11,1,OK_SCALAR_COORD,RANGEEDGES,RANGEEDGES_WINDOW_COORDINATE_MATCH,2003-11-01 00:00:00; 2003-12-01 00:00:00,2003-11-01 00:00:00,"esquema=lead1_igual_mes_inicializacao, representação=NMME_HARMONIZED_MONTHLY",Fazendas_Sinobras_Centroide
2003-12,NOAA_NCEP,CFSv2,2003-12,1,0.5,2003-12,OK,"L.attrs contém termo(s) ['forecast_period'] — indica semântica de lead/target, mas isso sozinho não confirma o valor exato de H1 sem uma variável auxiliar de data-alvo. | nenhuma variável auxiliar de data-alvo (('target', 'valid_time', 'target_month', 'forecast_time')) encontrada no dataset aberto — tentando Método B (semântica documentada do eixo forecast_period, Seção 4). | confirmado pela semântica documentada do eixo forecast_period (Método B, Seção 4/6): inicialização confirmada via SCALAR_COORD_ON_VARIABLE (status=OK_SCALAR_COORD), L.standard_name='forecast_period'/units='months', grade [0.5, 1.5, 2.5, 3.5, 4.5, 5.5] mensal confirmada, rota com forecast_period_semantics_documented=True.",CONFIRMED_BY_FORECAST_PERIOD_SEMANTICS,SCALAR_COORD_ON_VARIABLE,2003-12,2003-12,1,OK_SCALAR_COORD,RANGEEDGES,RANGEEDGES_WINDOW_COORDINATE_MATCH,2003-12-01 00:00:00; 2004-01-01 00:00:00,2003-12-01 00:00:00,"esquema=lead1_igual_mes_inicializacao, representação=NMME_HARMONIZED_MONTHLY",Fazendas_Sinobras_Centroide
2003-12,NOAA_NCEP,CFSv2,2003-12,2,1.5,2004-01,OK,"L.attrs contém termo(s) ['forecast_period'] — indica semântica de lead/target, mas isso sozinho não confirma o valor exato de H2 sem uma variável auxiliar de data-alvo. | nenhuma variável auxiliar de data-alvo (('target', 'valid_time', 'target_month', 'forecast_time')) encontrada no dataset aberto — tentando Método B (semântica documentada do eixo forecast_period, Seção 4). | confirmado pela semântica documentada do eixo forecast_period (Método B, Seção 4/6): inicialização confirmada via SCALAR_COORD_ON_VARIABLE (status=OK_SCALAR_COORD), L.standard_name='forecast_period'/units='months', grade [0.5, 1.5, 2.5, 3.5, 4.5, 5.5] mensal confirmada, rota com forecast_period_semantics_documented=True.",CONFIRMED_BY_FORECAST_PERIOD_SEMANTICS,SCALAR_COORD_ON_VARIABLE,2003-12,2003-12,1,OK_SCALAR_COORD,RANGEEDGES,RANGEEDGES_WINDOW_COORDINATE_MATCH,2003-12-01 00:00:00; 2004-01-01 00:00:00,2003-12-01 00:00:00,"esquema=lead1_igual_mes_inicializacao, representação=NMME_HARMONIZED_MONTHLY",Fazendas_Sinobras_Centroide
2003-12,NOAA_NCEP,CFSv2,2003-12,3,2.5,2004-02,OK,"L.attrs contém termo(s) ['forecast_period'] — indica semântica de lead/target, mas isso sozinho não confirma o valor exato de H3 sem uma variável auxiliar de data-alvo. | nenhuma variável auxiliar de data-alvo (('target', 'valid_time', 'target_month', 'forecast_time')) encontrada no dataset aberto — tentando Método B (semântica documentada do eixo forecast_period, Seção 4). | confirmado pela semântica documentada do eixo forecast_period (Método B, Seção 4/6): inicialização confirmada via SCALAR_COORD_ON_VARIABLE (status=OK_SCALAR_COORD), L.standard_name='forecast_period'/units='months', grade [0.5, 1.5, 2.5, 3.5, 4.5, 5.5] mensal confirmada, rota com forecast_period_semantics_documented=True.",CONFIRMED_BY_FORECAST_PERIOD_SEMANTICS,SCALAR_COORD_ON_VARIABLE,2003-12,2003-12,1,OK_SCALAR_COORD,RANGEEDGES,RANGEEDGES_WINDOW_COORDINATE_MATCH,2003-12-01 00:00:00; 2004-01-01 00:00:00,2003-12-01 00:00:00,"esquema=lead1_igual_mes_inicializacao, representação=NMME_HARMONIZED_MONTHLY",Fazendas_Sinobras_Centroide
2003-12,NOAA_NCEP,CFSv2,2003-12,4,3.5,2004-03,OK,"L.attrs contém termo(s) ['forecast_period'] — indica semântica de lead/target, mas isso sozinho não confirma o valor exato de H4 sem uma variável auxiliar de data-alvo. | nenhuma variável auxiliar de data-alvo (('target', 'valid_time', 'target_month', 'forecast_time')) encontrada no dataset aberto — tentando Método B (semântica documentada do eixo forecast_period, Seção 4). | confirmado pela semântica documentada do eixo forecast_period (Método B, Seção 4/6): inicialização confirmada via SCALAR_COORD_ON_VARIABLE (status=OK_SCALAR_COORD), L.standard_name='forecast_period'/units='months', grade [0.5, 1.5, 2.5, 3.5, 4.5, 5.5] mensal confirmada, rota com forecast_period_semantics_documented=True.",CONFIRMED_BY_FORECAST_PERIOD_SEMANTICS,SCALAR_COORD_ON_VARIABLE,2003-12,2003-12,1,OK_SCALAR_COORD,RANGEEDGES,RANGEEDGES_WINDOW_COORDINATE_MATCH,2003-12-01 00:00:00; 2004-01-01 00:00:00,2003-12-01 00:00:00,"esquema=lead1_igual_mes_inicializacao, representação=NMME_HARMONIZED_MONTHLY",Fazendas_Sinobras_Centroide
2003-12,NOAA_NCEP,CFSv2,2003-12,5,4.5,2004-04,OK,"L.attrs contém termo(s) ['forecast_period'] — indica semântica de lead/target, mas isso sozinho não confirma o valor exato de H5 sem uma variável auxiliar de data-alvo. | nenhuma variável auxiliar de data-alvo (('target', 'valid_time', 'target_month', 'forecast_time')) encontrada no dataset aberto — tentando Método B (semântica documentada do eixo forecast_period, Seção 4). | confirmado pela semântica documentada do eixo forecast_period (Método B, Seção 4/6): inicialização confirmada via SCALAR_COORD_ON_VARIABLE (status=OK_SCALAR_COORD), L.standard_name='forecast_period'/units='months', grade [0.5, 1.5, 2.5, 3.5, 4.5, 5.5] mensal confirmada, rota com forecast_period_semantics_documented=True.",CONFIRMED_BY_FORECAST_PERIOD_SEMANTICS,SCALAR_COORD_ON_VARIABLE,2003-12,2003-12,1,OK_SCALAR_COORD,RANGEEDGES,RANGEEDGES_WINDOW_COORDINATE_MATCH,2003-12-01 00:00:00; 2004-01-01 00:00:00,2003-12-01 00:00:00,"esquema=lead1_igual_mes_inicializacao, representação=NMME_HARMONIZED_MONTHLY",Fazendas_Sinobras_Centroide
2003-12,NOAA_NCEP,CFSv2,2003-12,6,5.5,2004-05,OK,"L.attrs contém termo(s) ['forecast_period'] — indica semântica de lead/target, mas isso sozinho não confirma o valor exato de H6 sem uma variável auxiliar de data-alvo. | nenhuma variável auxiliar de data-alvo (('target', 'valid_time', 'target_month', 'forecast_time')) encontrada no dataset aberto — tentando Método B (semântica documentada do eixo forecast_period, Seção 4). | confirmado pela semântica documentada do eixo forecast_period (Método B, Seção 4/6): inicialização confirmada via SCALAR_COORD_ON_VARIABLE (status=OK_SCALAR_COORD), L.standard_name='forecast_period'/units='months', grade [0.5, 1.5, 2.5, 3.5, 4.5, 5.5] mensal confirmada, rota com forecast_period_semantics_documented=True.",CONFIRMED_BY_FORECAST_PERIOD_SEMANTICS,SCALAR_COORD_ON_VARIABLE,2003-12,2003-12,1,OK_SCALAR_COORD,RANGEEDGES,RANGEEDGES_WINDOW_COORDINATE_MATCH,2003-12-01 00:00:00; 2004-01-01 00:00:00,2003-12-01 00:00:00,"esquema=lead1_igual_mes_inicializacao, representação=NMME_HARMONIZED_MONTHLY",Fazendas_Sinobras_Centroide
2004-01,NOAA_NCEP,CFSv2,2004-01,1,0.5,2004-01,OK,"L.attrs contém termo(s) ['forecast_period'] — indica semântica de lead/target, mas isso sozinho não confirma o valor exato de H1 sem uma variável auxiliar de data-alvo. | nenhuma variável auxiliar de data-alvo (('target', 'valid_time', 'target_month', 'forecast_time')) encontrada no dataset aberto — tentando Método B (semântica documentada do eixo forecast_period, Seção 4). | confirmado pela semântica documentada do eixo forecast_period (Método B, Seção 4/6): inicialização confirmada via SCALAR_COORD_ON_VARIABLE (status=OK_SCALAR_COORD), L.standard_name='forecast_period'/units='months', grade [0.5, 1.5, 2.5, 3.5, 4.5, 5.5] mensal confirmada, rota com forecast_period_semantics_documented=True.",CONFIRMED_BY_FORECAST_PERIOD_SEMANTICS,SCALAR_COORD_ON_VARIABLE,2004-01,2004-01,1,OK_SCALAR_COORD,RANGEEDGES,RANGEEDGES_WINDOW_COORDINATE_MATCH,2004-01-01 00:00:00; 2004-02-01 00:00:00,2004-01-01 00:00:00,"esquema=lead1_igual_mes_inicializacao, representação=NMME_HARMONIZED_MONTHLY",Fazendas_Sinobras_Centroide
2004-01,NOAA_NCEP,CFSv2,2004-01,2,1.5,2004-02,OK,"L.attrs contém termo(s) ['forecast_period'] — indica semântica de lead/target, mas isso sozinho não confirma o valor exato de H2 sem uma variável auxiliar de data-alvo. | nenhuma variável auxiliar de data-alvo (('target', 'valid_time', 'target_month', 'forecast_time')) encontrada no dataset aberto — tentando Método B (semântica documentada do eixo forecast_period, Seção 4). | confirmado pela semântica documentada do eixo forecast_period (Método B, Seção 4/6): inicialização confirmada via SCALAR_COORD_ON_VARIABLE (status=OK_SCALAR_COORD), L.standard_name='forecast_period'/units='months', grade [0.5, 1.5, 2.5, 3.5, 4.5, 5.5] mensal confirmada, rota com forecast_period_semantics_documented=True.",CONFIRMED_BY_FORECAST_PERIOD_SEMANTICS,SCALAR_COORD_ON_VARIABLE,2004-01,2004-01,1,OK_SCALAR_COORD,RANGEEDGES,RANGEEDGES_WINDOW_COORDINATE_MATCH,2004-01-01 00:00:00; 2004-02-01 00:00:00,2004-01-01 00:00:00,"esquema=lead1_igual_mes_inicializacao, representação=NMME_HARMONIZED_MONTHLY",Fazendas_Sinobras_Centroide
2004-01,NOAA_NCEP,CFSv2,2004-01,3,2.5,2004-03,OK,"L.attrs contém termo(s) ['forecast_period'] — indica semântica de lead/target, mas isso sozinho não confirma o valor exato de H3 sem uma variável auxiliar de data-alvo. | nenhuma variável auxiliar de data-alvo (('target', 'valid_time', 'target_month', 'forecast_time')) encontrada no dataset aberto — tentando Método B (semântica documentada do eixo forecast_period, Seção 4). | confirmado pela semântica documentada do eixo forecast_period (Método B, Seção 4/6): inicialização confirmada via SCALAR_COORD_ON_VARIABLE (status=OK_SCALAR_COORD), L.standard_name='forecast_period'/units='months', grade [0.5, 1.5, 2.5, 3.5, 4.5, 5.5] mensal confirmada, rota com forecast_period_semantics_documented=True.",CONFIRMED_BY_FORECAST_PERIOD_SEMANTICS,SCALAR_COORD_ON_VARIABLE,2004-01,2004-01,1,OK_SCALAR_COORD,RANGEEDGES,RANGEEDGES_WINDOW_COORDINATE_MATCH,2004-01-01 00:00:00; 2004-02-01 00:00:00,2004-01-01 00:00:00,"esquema=lead1_igual_mes_inicializacao, representação=NMME_HARMONIZED_MONTHLY",Fazendas_Sinobras_Centroide
2004-01,NOAA_NCEP,CFSv2,2004-01,4,3.5,2004-04,OK,"L.attrs contém termo(s) ['forecast_period'] — indica semântica de lead/target, mas isso sozinho não confirma o valor exato de H4 sem uma variável auxiliar de data-alvo. | nenhuma variável auxiliar de data-alvo (('target', 'valid_time', 'target_month', 'forecast_time')) encontrada no dataset aberto — tentando Método B (semântica documentada do eixo forecast_period, Seção 4). | confirmado pela semântica documentada do eixo forecast_period (Método B, Seção 4/6): inicialização confirmada via SCALAR_COORD_ON_VARIABLE (status=OK_SCALAR_COORD), L.standard_name='forecast_period'/units='months', grade [0.5, 1.5, 2.5, 3.5, 4.5, 5.5] mensal confirmada, rota com forecast_period_semantics_documented=True.",CONFIRMED_BY_FORECAST_PERIOD_SEMANTICS,SCALAR_COORD_ON_VARIABLE,2004-01,2004-01,1,OK_SCALAR_COORD,RANGEEDGES,RANGEEDGES_WINDOW_COORDINATE_MATCH,2004-01-01 00:00:00; 2004-02-01 00:00:00,2004-01-01 00:00:00,"esquema=lead1_igual_mes_inicializacao, representação=NMME_HARMONIZED_MONTHLY",Fazendas_Sinobras_Centroide
2004-01,NOAA_NCEP,CFSv2,2004-01,5,4.5,2004-05,OK,"L.attrs contém termo(s) ['forecast_period'] — indica semântica de lead/target, mas isso sozinho não confirma o valor exato de H5 sem uma variável auxiliar de data-alvo. | nenhuma variável auxiliar de data-alvo (('target', 'valid_time', 'target_month', 'forecast_time')) encontrada no dataset aberto — tentando Método B (semântica documentada do eixo forecast_period, Seção 4). | confirmado pela semântica documentada do eixo forecast_period (Método B, Seção 4/6): inicialização confirmada via SCALAR_COORD_ON_VARIABLE (status=OK_SCALAR_COORD), L.standard_name='forecast_period'/units='months', grade [0.5, 1.5, 2.5, 3.5, 4.5, 5.5] mensal confirmada, rota com forecast_period_semantics_documented=True.",CONFIRMED_BY_FORECAST_PERIOD_SEMANTICS,SCALAR_COORD_ON_VARIABLE,2004-01,2004-01,1,OK_SCALAR_COORD,RANGEEDGES,RANGEEDGES_WINDOW_COORDINATE_MATCH,2004-01-01 00:00:00; 2004-02-01 00:00:00,2004-01-01 00:00:00,"esquema=lead1_igual_mes_inicializacao, representação=NMME_HARMONIZED_MONTHLY",Fazendas_Sinobras_Centroide
2004-01,NOAA_NCEP,CFSv2,2004-01,6,5.5,2004-06,OK,"L.attrs contém termo(s) ['forecast_period'] — indica semântica de lead/target, mas isso sozinho não confirma o valor exato de H6 sem uma variável auxiliar de data-alvo. | nenhuma variável auxiliar de data-alvo (('target', 'valid_time', 'target_month', 'forecast_time')) encontrada no dataset aberto — tentando Método B (semântica documentada do eixo forecast_period, Seção 4). | confirmado pela semântica documentada do eixo forecast_period (Método B, Seção 4/6): inicialização confirmada via SCALAR_COORD_ON_VARIABLE (status=OK_SCALAR_COORD), L.standard_name='forecast_period'/units='months', grade [0.5, 1.5, 2.5, 3.5, 4.5, 5.5] mensal confirmada, rota com forecast_period_semantics_documented=True.",CONFIRMED_BY_FORECAST_PERIOD_SEMANTICS,SCALAR_COORD_ON_VARIABLE,2004-01,2004-01,1,OK_SCALAR_COORD,RANGEEDGES,RANGEEDGES_WINDOW_COORDINATE_MATCH,2004-01-01 00:00:00; 2004-02-01 00:00:00,2004-01-01 00:00:00,"esquema=lead1_igual_mes_inicializacao, representação=NMME_HARMONIZED_MONTHLY",Fazendas_Sinobras_Centroide
2004-02,NOAA_NCEP,CFSv2,2004-02,1,0.5,2004-02,OK,"L.attrs contém termo(s) ['forecast_period'] — indica semântica de lead/target, mas isso sozinho não confirma o valor exato de H1 sem uma variável auxiliar de data-alvo. | nenhuma variável auxiliar de data-alvo (('target', 'valid_time', 'target_month', 'forecast_time')) encontrada no dataset aberto — tentando Método B (semântica documentada do eixo forecast_period, Seção 4). | confirmado pela semântica documentada do eixo forecast_period (Método B, Seção 4/6): inicialização confirmada via SCALAR_COORD_ON_VARIABLE (status=OK_SCALAR_COORD), L.standard_name='forecast_period'/units='months', grade [0.5, 1.5, 2.5, 3.5, 4.5, 5.5] mensal confirmada, rota com forecast_period_semantics_documented=True.",CONFIRMED_BY_FORECAST_PERIOD_SEMANTICS,SCALAR_COORD_ON_VARIABLE,2004-02,2004-02,1,OK_SCALAR_COORD,RANGEEDGES,RANGEEDGES_WINDOW_COORDINATE_MATCH,2004-02-01 00:00:00; 2004-03-01 00:00:00,2004-02-01 00:00:00,"esquema=lead1_igual_mes_inicializacao, representação=NMME_HARMONIZED_MONTHLY",Fazendas_Sinobras_Centroide
2004-02,NOAA_NCEP,CFSv2,2004-02,2,1.5,2004-03,OK,"L.attrs contém termo(s) ['forecast_period'] — indica semântica de lead/target, mas isso sozinho não confirma o valor exato de H2 sem uma variável auxiliar de data-alvo. | nenhuma variável auxiliar de data-alvo (('target', 'valid_time', 'target_month', 'forecast_time')) encontrada no dataset aberto — tentando Método B (semântica documentada do eixo forecast_period, Seção 4). | confirmado pela semântica documentada do eixo forecast_period (Método B, Seção 4/6): inicialização confirmada via SCALAR_COORD_ON_VARIABLE (status=OK_SCALAR_COORD), L.standard_name='forecast_period'/units='months', grade [0.5, 1.5, 2.5, 3.5, 4.5, 5.5] mensal confirmada, rota com forecast_period_semantics_documented=True.",CONFIRMED_BY_FORECAST_PERIOD_SEMANTICS,SCALAR_COORD_ON_VARIABLE,2004-02,2004-02,1,OK_SCALAR_COORD,RANGEEDGES,RANGEEDGES_WINDOW_COORDINATE_MATCH,2004-02-01 00:00:00; 2004-03-01 00:00:00,2004-02-01 00:00:00,"esquema=lead1_igual_mes_inicializacao, representação=NMME_HARMONIZED_MONTHLY",Fazendas_Sinobras_Centroide
